UNIVERSITY OF MICHIGAN AT ANN ARBOR,1862210;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1862210;
TEXAS A&M UNIVERSITY SYSTEM,1899210;
BURNHAM INSTITUTE FOR MEDICAL RESEARCH,1862455;
SUNY DOWNSTATE MEDICAL CENTER,1899209;
WASHINGTON STATE UNIVERSITY,1866029;
NORTHWESTERN UNIVERSITY,1866344;
UNIVERSITY OF PENNSYLVANIA,1881638;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878984;
UPSTATE MEDICAL UNIVERSITY,2086990;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1967703;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1868402;
UNIVERSITY OF BRITISH COLUMBIA,1860374;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1894666;
EAST CAROLINA UNIVERSITY,1884351;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1879454;
HACKENSACK UNIVERSITY MEDICAL CENTER,1879454;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1860813;
BROWN UNIVERSITY,1901811;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1878173;
THOMAS JEFFERSON UNIVERSITY,1889108;
UNIVERSITY OF MISSOURI-COLUMBIA,6614112;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1862457;
LA BIOMED RES INST/ HARBOR UCLA MED CTR,1879915;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1864297;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,1858808;
GEORGE WASHINGTON UNIVERSITY,1860336;
UNIVERSITY OF WASHINGTON,1864296;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1879601;
"RHODE ISLAND HOSPITAL (PROVIDENCE, RI)",1864295;
NORTHWESTERN UNIVERSITY,2432906;
PUBLIC HEALTH INSTITUTE,1894375;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
ARKANSAS CHILDREN'S HOSPITAL RES INST,6382837;
SUNY DOWNSTATE MEDICAL CENTER,1873977;
THOMAS JEFFERSON UNIVERSITY,1899205;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1861273;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1899204;
LOUISIANA STATE UNIV HSC NEW ORLEANS,1878152;
BAYLOR COLLEGE OF MEDICINE,1875078;
UNIVERSITY OF COLORADO AT BOULDER,1866059;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1889105;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1899214;
LA JOLLA INST FOR MOLECULAR MEDICINE,1876789;
UNIVERSITY OF COLORADO DENVER,1884587;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1889104;
UNIVERSITY OF COLORADO DENVER,1884350;
WASHINGTON UNIVERSITY,1864292;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,2080758;
UNIVERSITY OF MARYLAND BALTIMORE,1899332;
UNIVERSITY OF ILLINOIS AT CHICAGO,1879641;
UNIVERSITY OF FLORIDA,1871074;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1874177;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1893938;
YESHIVA UNIVERSITY,1878983;
UNIVERSITY OF NORTH FLORIDA,1889103;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1879606;
UNIVERSITY OF COLORADO DENVER,1866554;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1895150;
UNIVERSITY OF MINNESOTA TWIN CITIES,1865147;
YALE UNIVERSITY,1860625;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1943018;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,6374207;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1860083;
BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB,1878164;
LOUISIANA STATE UNIV HSC SHREVEPORT,1871437;
MONELL CHEMICAL SENSES CENTER,1862456;
WAYNE STATE UNIVERSITY,1976848;
UNIVERSITY OF PENNSYLVANIA,1869394;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1869389;
UNIVERSITY OF IOWA,1970798;
UNIVERSITY OF COLORADO DENVER,1878129;
ADDICTION RESEARCH INSTITUTE,1967440;
BURNHAM INSTITUTE FOR MEDICAL RESEARCH,1862455;
PUBLIC HEALTH INSTITUTE,1866069;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1877432;
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,1884346;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1859184;
LOUISIANA STATE UNIV HSC SHREVEPORT,1881303;
BROWN UNIVERSITY,1901811;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1896533;
JOHNS HOPKINS UNIVERSITY,1970408;
THOMAS JEFFERSON UNIVERSITY,1858031;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1867588;
VIRGINIA COMMONWEALTH UNIVERSITY,1884344;
UNIVERSITY OF ILLINOIS AT CHICAGO,1894370;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1895150;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1859185;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,6782233;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1896533;
UNIVERSITY OF WISCONSIN MADISON,1884343;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1860814;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1884342;
JOHNS HOPKINS UNIVERSITY,1868904;
JOHNS HOPKINS UNIVERSITY,1884341;
SCRIPPS RESEARCH INSTITUTE,1864308;
UNIVERSITY OF SOUTHERN CALIFORNIA,1864612;
VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,1894519;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,8016930;
KENT STATE UNIVERSITY AT KENT,1947890;
FLORIDA INTERNATIONAL UNIVERSITY,1864286;
FLORIDA INTERNATIONAL UNIVERSITY,1864286;
FLORIDA INTERNATIONAL UNIVERSITY,1864286;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
WASHINGTON UNIVERSITY,1864284;
UNIVERSITY OF PENNSYLVANIA,1869176;
"CHESTNUT HEALTH SYSTEMS, INC.",1970747;
SAN DIEGO STATE UNIVERSITY,1878177;
SAN DIEGO STATE UNIVERSITY,1878177;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1884338;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1970740;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1859997;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1859997;
SCRIPPS RESEARCH INSTITUTE,1862383;
"MC LEAN HOSPITAL (BELMONT, MA)",1858755;
YESHIVA UNIVERSITY,1878983;
UNIVERSITY OF WASHINGTON,1861277;
HARVARD UNIVERSITY (MEDICAL SCHOOL),1894366;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1896533;
EAST CAROLINA UNIVERSITY,1970731;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1884336;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1884335;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889092;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889091;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889091;
STANFORD UNIVERSITY,1899194;
STANFORD UNIVERSITY,1899194;
UNIVERSITY OF VERMONT &ST AGRIC COLLEGE,1894363;
UNIVERSITY OF KENTUCKY,1963601;
UNIVERSITY OF KENTUCKY,1963601;
UNIVERSITY OF LOUISVILLE,1902075;
UNIVERSITY OF KENTUCKY,1902075;
UNIVERSITY OF WASHINGTON,1899193;
UNIVERSITY OF WASHINGTON,1899193;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1884334;
UNIVERSITY OF NEVADA RENO,8139467;
PURDUE UNIVERSITY WEST LAFAYETTE,1889090;
HARVARD UNIVERSITY (MEDICAL SCHOOL),1861057;
OREGON HEALTH AND SCIENCE UNIVERSITY,1895149;
UNIVERSITY OF WASHINGTON,1884329;
UNIVERSITY OF WASHINGTON,1884329;
CASE WESTERN RESERVE UNIVERSITY,1881302;
KAISER FOUNDATION RESEARCH INSTITUTE,1879201;
BOSTON MEDICAL CENTER,1873784;
BRANDEIS UNIVERSITY,1877482;
BRANDEIS UNIVERSITY,1877482;
TEXAS AGRILIFE RESEARCH,1962556;
WAYNE STATE UNIVERSITY,1883838;
WAYNE STATE UNIVERSITY,1883838;
"BUTLER HOSPITAL (PROVIDENCE, RI)",1871741;
THOMAS JEFFERSON UNIVERSITY,1858031;
NORTHWESTERN UNIVERSITY,1904301;
NORTHWESTERN UNIVERSITY,1904301;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1892840;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1898832;
PRINCETON UNIVERSITY,1896297;
NATHAN S. KLINE INSTITUTE FOR PSYCH RES,1879076;
STATE UNIVERSITY NEW YORK STONY BROOK,7981262;
OREGON HEALTH AND SCIENCE UNIVERSITY,7981262;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,1869385;
UNIVERSITY OF MISSOURI-COLUMBIA,1903712;
DUKE UNIVERSITY,1954932;
WASHINGTON UNIVERSITY,1865551;
ROSALIND FRANKLIN UNIV OF MEDICINE &SCI,7356324;
OREGON HEALTH AND SCIENCE UNIVERSITY,1925426;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1878147;
UNIVERSITY OF MINNESOTA TWIN CITIES,1861275;
DUKE UNIVERSITY,1878146;
SAINT LOUIS UNIVERSITY,1880811;
NORTHERN CALIFORNIA INSTITUTE RES &EDUC,2617962;
"MAYO CLINIC COLL OF MEDICINE, ROCHESTER",1864062;
STANFORD UNIVERSITY,1878132;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1870492;
HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),1880919;
HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),1880919;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878138;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878138;
YALE UNIVERSITY,1897759;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1861800;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1870291;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1869398;
SCRIPPS RESEARCH INSTITUTE,1869398;
MIRIAM HOSPITAL,9661605;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1881061;
"MAYO CLINIC COLL OF MEDICINE, ROCHESTER",1895284;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1864283;
LOUISIANA STATE UNIV HSC NEW ORLEANS,1895220;
UNIVERSITY OF MINNESOTA TWIN CITIES,1885017;
HENRY FORD HEALTH SYSTEM,1881637;
UNIVERSITY OF ILLINOIS AT CHICAGO,6375657;
UNIVERSITY OF COLORADO AT BOULDER,1891038;
PUBLIC HEALTH INSTITUTE,1866069;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,7718089;
PENNSYLVANIA STATE UNIV HERSHEY MED CTR,1864275;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1897120;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1862457;
"NEUROBEHAVIORAL RESEARCH, INC.",7356212;
BROWN UNIVERSITY,1885256;
YALE UNIVERSITY,1859182;
OREGON HEALTH AND SCIENCE UNIVERSITY,1910136;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,1864274;
UNIVERSITY OF NEW MEXICO,7755263;
UNIVERSITY OF NEW MEXICO,1959304;
UNIVERSITY OF NEW MEXICO,1959304;
WAYNE STATE UNIVERSITY,1881820;
OREGON HEALTH AND SCIENCE UNIVERSITY,1878134;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,7747991;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1881483;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1881483;
VIRGINIA COMMONWEALTH UNIVERSITY,1858492;
"RHODE ISLAND HOSPITAL (PROVIDENCE, RI)",1864295;
UNIVERSITY OF ALASKA FAIRBANKS,1971529;
UNIVERSITY OF COLORADO DENVER,1878169;
UNIVERSITY OF COLORADO DENVER,1864310;
UNIVERSITY OF COLORADO DENVER,1970851;
CENTRE FOR ADDICTION AND MENTAL HEALTH,8380866;
OREGON RESEARCH INSTITUTE,1889180;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,7748237;
UNIVERSITY OF TEXAS AUSTIN,1860811;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1889961;
BROOKLYN COLLEGE,1861696;
UNIVERSITY OF CONNECTICUT STORRS,1878861;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1870290;
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,1866068;
UNIVERSITY OF TEXAS SW MED CTR/DALLAS,1886134;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1885432;
UNIVERSITY OF WESTERN ONTARIO,2084815;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
UNIVERSITY OF IOWA,2084948;
UNIVERSITY OF NEW MEXICO,1860809;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1882022;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1861273;
CASE WESTERN RESERVE UNIVERSITY,2086075;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1858178;
SAN DIEGO STATE UNIVERSITY,1867352;
SYRACUSE UNIVERSITY,1872653;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1889672;
"MC LEAN HOSPITAL (BELMONT, MA)",1863829;
SOUTHERN ILLINOIS UNIVERSITY SCH OF MED,1868508;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1886636;
MEDICAL COLLEGE OF WISCONSIN,6666330;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1858503;
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH,1970836;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878984;
JOHNS HOPKINS UNIVERSITY,1879897;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1885433;
EMORY UNIVERSITY,8485499;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1869174;
"PALO ALTO INSTITUTE FOR RES &EDU, INC.",1861279;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1865568;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1882364;
UNIVERSITY OF TEXAS AUSTIN,1858177;
UNIVERSITY OF NEW MEXICO,8325642;
UNIVERSITY OF NEW MEXICO,8325642;
UNIVERSITY OF KENTUCKY,7876958;
BOSTON UNIVERSITY MEDICAL CAMPUS,1881301;
INDIANA UNIVERSITY BLOOMINGTON,1861491;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,2096772;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1874174;
OHIO STATE UNIVERSITY,1874173;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1874171;
KAISER FOUNDATION RESEARCH INSTITUTE,1874169;
BRANDEIS UNIVERSITY,6095184;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1878158;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1873970;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1873969;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1875504;
LOUISIANA STATE UNIV HSC NEW ORLEANS,1873966;
EMORY UNIVERSITY,1859566;
UNIVERSITY OF MINNESOTA TWIN CITIES,1870258;
BOSTON MEDICAL CENTER,1873784;
BOSTON MEDICAL CENTER,1873784;
JOHNS HOPKINS UNIVERSITY,6382137;
NEW JERSEY CITY UNIVERSITY,2097088;
PUBLIC HEALTH INSTITUTE,2100213;
SAINT LOUIS UNIVERSITY,1869202;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1869084;
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,1869083;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1868766;
UNIVERSITY OF TEXAS AUSTIN,1868765;
CASE WESTERN RESERVE UNIVERSITY,1868227;
UNIVERSITY OF TEXAS AUSTIN,1868223;
NATIONAL BUREAU OF ECONOMIC RESEARCH,1867590;
UNIVERSITY OF TEXAS AUSTIN,1902080;
UNIVERSITY OF COLORADO DENVER,1867589;
JOHNS HOPKINS UNIVERSITY,1867411;
JOHNS HOPKINS UNIVERSITY,6084861;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1870298;
CASE WESTERN RESERVE UNIVERSITY,1866065;
IDAHO STATE UNIVERSITY,1866064;
UNIVERSITY OF COLORADO DENVER,1865415;
UNIVERSITY OF MINNESOTA TWIN CITIES,1865147;
"MAYO CLINIC COLL OF MEDICINE, ROCHESTER",6475572;
"WESTAT, INC.",2109032;
HARVARD UNIVERSITY (MEDICAL SCHOOL),1865954;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1874175;
COLUMBIA UNIV NEW YORK MORNINGSIDE,1861913;
UNIVERSITY OF SOUTH FLORIDA,1899207;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1902076;
UNIVERSITY OF COLORADO DENVER,2188878;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1899202;
UNIVERSITY OF COLORADO AT BOULDER,1960635;
TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,1884598;
UNIVERSITY OF VERMONT &ST AGRIC COLLEGE,1897262;
STATE UNIVERSITY NEW YORK BINGHAMTON,1864288;
UNIVERSITY OF MISSOURI-COLUMBIA,1894664;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1905917;
SCIENTIFIC ANALYSIS CORPORATION,1884331;
CASE WESTERN RESERVE UNIVERSITY,1866065;
CORNELL UNIVERSITY ITHACA,1891787;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1899198;
UNIVERSITY OF COLORADO AT BOULDER,1866059;
UNIVERSITY OF SOUTHERN CALIFORNIA,1947922;
UNIVERSITY OF CALIFORNIA RIVERSIDE,1947922;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,1886135;
CENTRE FOR ADDICTION AND MENTAL HEALTH,1971481;
WAYNE STATE UNIVERSITY,1881820;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1895357;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878181;
VANDERBILT UNIVERSITY,1868693;
WAYNE STATE UNIVERSITY,1920986;
WAYNE STATE UNIVERSITY,1920986;
PUBLIC HEALTH INSTITUTE,1897496;
YALE UNIVERSITY,1869388;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1947986;
LOYOLA UNIVERSITY CHICAGO,1862316;
GEORGETOWN UNIVERSITY,1882159;
YALE UNIVERSITY,1896292;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1889097;
WAYNE STATE UNIVERSITY,1896792;
JOHNS HOPKINS UNIVERSITY,1868904;
UNIVERSITY OF RHODE ISLAND,8159195;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,2280670;
UNIVERSITY OF GUELPH,2282827;
LA BIOMED RES INST/ HARBOR UCLA MED CTR,1866780;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,1882630;
BOSTON UNIVERSITY MEDICAL CAMPUS,2448352;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1884325;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1872695;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1872695;
WASHINGTON UNIVERSITY,1871253;
NATIONAL DEVELOPMENT &RES INSTITUTES,2467468;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1862381;
RAND CORPORATION,1890758;
UNIVERSITY OF SOUTHERN CALIFORNIA,7085076;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1892840;
"MEDSTAT GROUP, INC.",1910784;
STATE UNIVERSITY NEW YORK BINGHAMTON,1864287;
UNIVERSITY OF MISSOURI KANSAS CITY,1884358;
JOHNS HOPKINS UNIVERSITY,1898816;
BROWN UNIVERSITY,2152680;
BROWN UNIVERSITY,2152672;
DUKE UNIVERSITY,1878097;
FLORIDA STATE UNIVERSITY,1976904;
CHILDREN'S HOSPITAL BOSTON,1880439;
CHILDREN'S HOSPITAL BOSTON,1880439;
UNIVERSITY OF WASHINGTON,1908371;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1865417;
UNIVERSITY OF NEW MEXICO,2097447;
SPALDING UNIVERSITY,6382863;
MORTON CENTER,6382863;
MINNESOTA STATE DEPT OF HUMAN SERVICES,2793390;
FLORIDA INTERNATIONAL UNIVERSITY,1864286;
UNIVERSITY OF NEW MEXICO,1860812;
NEW YORK UNIVERSITY,1947993;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,2872964;
EMORY UNIVERSITY,1878282;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1877452;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1868168;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1862210;
DE PAUL UNIVERSITY,7356362;
UNIVERSITY OF WASHINGTON,1884354;
ARKANSAS CHILDREN'S HOSPITAL RES INST,1942674;
THOMAS JEFFERSON UNIVERSITY,3063168;
WASHINGTON UNIVERSITY,1937768;
UNIVERSITY OF COLORADO AT BOULDER,1857751;
WASHINGTON UNIVERSITY,1894369;
UNIVERSITY OF ILLINOIS AT CHICAGO,2207424;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1902086;
UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS,1872722;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
STATE UNIVERSITY OF NEW YORK AT ALBANY,1878160;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1865577;
UNIVERSITY OF PENNSYLVANIA,1894378;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,1864458;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1864458;
YALE UNIVERSITY,1859182;
UNIVERSITY OF NORTH CAROLINA GREENSBORO,1908338;
UNIVERSITY OF KENTUCKY,1861697;
UNIVERSITY OF WASHINGTON,1864304;
RAND CORPORATION,1920990;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1879816;
UNIVERSITY OF RHODE ISLAND,8159195;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878182;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,7710783;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1867026;
SRI INTERNATIONAL,1873782;
JOHNS HOPKINS UNIVERSITY,1984629;
OHIO STATE UNIVERSITY,1904088;
UNIVERSITY OF NEW MEXICO,1909888;
UNIVERSITY OF WASHINGTON,8237583;
UNIVERSITY OF TEXAS AUSTIN,1878171;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1867353;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878179;
UNIVERSITY OF PENNSYLVANIA,1862777;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1959014;
UNIVERSITY OF ARIZONA,1879768;
BAYLOR UNIVERSITY,1868110;
OREGON HEALTH AND SCIENCE UNIVERSITY,7984971;
PACIFIC INSTITUTE FOR RES AND EVALUATION,2094338;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1868402;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,7898217;
RAND CORPORATION,1868226;
COLLEGE OF WILLIAM AND MARY,1878705;
"EDUCATION DEVELOPMENT CENTER, INC.",6131402;
DUKE UNIVERSITY,1954932;
UNIVERSITY OF CALIFORNIA LOS ANGELES,6131416;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1896647;
KAISER FOUNDATION RESEARCH INSTITUTE,1874168;
CORNELL UNIVERSITY ITHACA,1872483;
UNIVERSITY OF NEW MEXICO,1947974;
OREGON RESEARCH INSTITUTE,1878161;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1893474;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1962524;
SYRACUSE UNIVERSITY,1967448;
BOISE STATE UNIVERSITY,1881818;
"WESTAT, INC.",1954756;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1874175;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1874175;
UNIVERSITY OF WASHINGTON,1899193;
BRIGHAM AND WOMEN'S HOSPITAL,1878982;
HOWARD UNIVERSITY,2108157;
HOWARD UNIVERSITY,2108157;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889091;
WASHINGTON UNIVERSITY,1881691;
SUNY DOWNSTATE MEDICAL CENTER,1878168;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1884355;
SAN DIEGO STATE UNIVERSITY,1970723;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1901821;
UNIVERSITY OF KENTUCKY,1970787;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1869398;
UNIVERSITY OF ROCHESTER,1870122;
BOSTON MEDICAL CENTER,6182791;
VIRGINIA COMMONWEALTH UNIVERSITY,9613220;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1861273;
UNIVERSITY OF COLORADO DENVER,1864310;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1859185;
UNIVERSITY OF IOWA,1884328;
COLORADO STATE UNIVERSITY-FORT COLLINS,1889351;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1954743;
