UNIVERSITY OF WISCONSIN MADISON,1884343;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1884342;
DUKE UNIVERSITY,1868904;
JOHNS HOPKINS UNIVERSITY,1884341;
JOHNS HOPKINS UNIVERSITY,1884341;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
KAISER FOUNDATION RESEARCH INSTITUTE,8572169;
SAN DIEGO STATE UNIVERSITY,1878177;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1884338;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1970740;
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,1859997;
SCRIPPS RESEARCH INSTITUTE,1862383;
"MC LEAN HOSPITAL (BELMONT, MA)",1858755;
GEORGE WASHINGTON UNIVERSITY,1878983;
UNIVERSITY OF WASHINGTON,1861277;
THOMAS JEFFERSON UNIVERSITY,1862614;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,8779526;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889092;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
STANFORD UNIVERSITY,1899194;
STANFORD UNIVERSITY,1899194;
NORTHERN CALIFORNIA INSTITUTE RES &EDUC,1884334;
BOSTON MEDICAL CENTER,6182791;
TEXAS AGRILIFE RESEARCH,1962556;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,6691061;
OREGON HEALTH AND SCIENCE UNIVERSITY,7981262;
OREGON HEALTH AND SCIENCE UNIVERSITY,1925426;
STANFORD UNIVERSITY,1878132;
H. LEE MOFFITT CANCER CTR &RES INST,1859715;
IDAHO STATE UNIVERSITY,1870492;
HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),1880919;
YALE UNIVERSITY,1897759;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,7718089;
PENNSYLVANIA STATE UNIV HERSHEY MED CTR,1864275;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1971507;
YALE UNIVERSITY,1859182;
ALBANY MEDICAL COLLEGE,1858806;
UNIVERSITY OF COLORADO DENVER,1864310;
UNIVERSITY OF TEXAS AUSTIN,1860811;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,1861056;
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,1866068;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
UNIVERSITY OF IOWA,2084948;
CASE WESTERN RESERVE UNIVERSITY,2086075;
EMORY UNIVERSITY,8485499;
"PALO ALTO INSTITUTE FOR RES &EDU, INC.",1861279;
UNIVERSITY OF KENTUCKY,7876958;
LOUISIANA STATE UNIV HSC NEW ORLEANS,1873966;
UNIVERSITY OF COLORADO DENVER,1867589;
UNIVERSITY OF MAINE ORONO,1866064;
UNIVERSITY OF MINNESOTA TWIN CITIES,1865147;
COLUMBIA UNIV NEW YORK MORNINGSIDE,1861913;
STATE UNIVERSITY NEW YORK BINGHAMTON,1864288;
CORNELL UNIVERSITY ITHACA,1891787;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1899198;
LOYOLA UNIVERSITY CHICAGO,1862316;
LOYOLA UNIVERSITY CHICAGO,1862316;
KANSAS STATE UNIVERSITY,2280670;
UNIVERSITY OF KANSAS MEDICAL CENTER,1866780;
UNIVERSITY OF FLORIDA,1871074;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1884358;
DUKE UNIVERSITY,1878097;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1865417;
EMORY UNIVERSITY,1878282;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1871726;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1862210;
ARKANSAS CHILDREN'S HOSPITAL RES INST,1942674;
THE MIND RESEARCH NETWORK,1857751;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
UNIVERSITY OF WISCONSIN MADISON,1884343;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,1864458;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1867350;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878182;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1867026;
SRI INTERNATIONAL,1873782;
UNIVERSITY OF TEXAS AUSTIN,1878171;
UNIVERSITY OF PENNSYLVANIA,1862777;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1959014;
OREGON HEALTH AND SCIENCE UNIVERSITY,7984971;
SAN DIEGO STATE UNIVERSITY,1886421;
STATE UNIVERSITY NEW YORK BINGHAMTON,2257809;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1878151;
SYRACUSE UNIVERSITY,1967448;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,1881818;
UNIVERSITY OF WASHINGTON,1899193;
SCRIPPS RESEARCH INSTITUTE,1869398;
UNIVERSITY OF ROCHESTER,1870122;
WASHINGTON UNIVERSITY,1864284;
UNIVERSITY OF OREGON,6849949;
UNIVERSITY OF NORTH CAROLINA GREENSBORO,6163208;
MONELL CHEMICAL SENSES CENTER,1858728;
UNIVERSITY OF GEORGIA (UGA),1866629;
SALK INSTITUTE FOR BIOLOGICAL STUDIES,1889106;
PENNSYLVANIA STATE UNIV HERSHEY MED CTR,7814885;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1970728;
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,1879160;
UNIVERSITY OF KANSAS MEDICAL CENTER,1879160;
PRINCETON UNIVERSITY,1877430;
UNIVERSITY OF KENTUCKY,6368360;
UNIV OF MED/DENT NJ-SCH OSTEOPATHIC MED,1885451;
UNIVERSITY OF KANSAS MEDICAL CENTER,1983826;
SUNY DOWNSTATE MEDICAL CENTER,1896711;
VIRGINIA COMMONWEALTH UNIVERSITY,8442859;
STATE UNIVERSITY NEW YORK BINGHAMTON,1864288;
CENTRE FOR ADDICTION AND MENTAL HEALTH,10485773;
UNIVERSITY OF CINCINNATI,1970794;
UNIVERSITY OF ILLINOIS AT CHICAGO,1970784;
STANFORD UNIVERSITY,1884977;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1891785;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1860183;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1886637;
GEORGE WASHINGTON UNIVERSITY,1860336;
UNIVERSITY OF WYOMING,6115792;
VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,6093788;
ERNEST GALLO CLINIC AND RESEARCH CENTER,6807030;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,6407097;
NORTHWESTERN UNIVERSITY,1866344;
UNIVERSITY OF KENTUCKY,8535960;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1868940;
INDIANA UNIVERSITY BLOOMINGTON,2415955;
"NEUROBEHAVIORAL RESEARCH, INC.",7356212;
BRIGHAM YOUNG UNIVERSITY,1889098;
OREGON HEALTH AND SCIENCE UNIVERSITY,1895149;
THOMAS JEFFERSON UNIVERSITY,1970714;
PUBLIC HEALTH INSTITUTE,1871191;
OREGON HEALTH AND SCIENCE UNIVERSITY,1890044;
FLORIDA INTERNATIONAL UNIVERSITY,1864286;
UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,1865909;
CLEVELAND CLINIC LERNER COL/MED-CWRU,1866065;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1891649;
UNIVERSITY OF SOUTHERN CALIFORNIA,1892724;
RESEARCH TRIANGLE INSTITUTE,2091511;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1988307;
UNIVERSITY OF CINCINNATI,1970794;
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,1859997;
SAN DIEGO STATE UNIVERSITY,7043441;
UNIVERSITY OF COLORADO DENVER,1890030;
TUFTS UNIVERSITY MEDFORD,1883844;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1971439;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1889961;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1910078;
UNIVERSITY OF COLORADO DENVER,1884587;
TUFTS MEDICAL CENTER,1869954;
UNIVERSITY OF NEW MEXICO,6485968;
HARVARD UNIVERSITY (MEDICAL SCHOOL),6084497;
UNIVERSITY OF BIRMINGHAM,2075800;
UNIVERSITY OF VERMONT &ST AGRIC COLLEGE,1897262;
UNIVERSITY OF DELAWARE,1910121;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1879601;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1879601;
SCRIPPS RESEARCH INSTITUTE,1864308;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1877479;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889092;
UNIVERSITY OF GEORGIA (UGA),6410204;
SCRIPPS RESEARCH INSTITUTE,1862383;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,6064117;
PUBLIC HEALTH INSTITUTE,7345157;
UNIVERSITY OF LOUISVILLE,1878178;
RESEARCH TRIANGLE INSTITUTE,1877987;
KAISER FOUNDATION HEALTH PLAN,6846084;
UNIVERSITY OF IOWA,1878481;
UNIVERSITY OF SOUTHERN CALIFORNIA,1899203;
UNIVERSITY OF SOUTHERN CALIFORNIA,1899203;
UNIVERSITY OF COLORADO DENVER,1917544;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
EAST CAROLINA UNIVERSITY,1884351;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1907913;
UNIVERSITY OF WASHINGTON,6761388;
UNIVERSITY OF HOUSTON,6761388;
ERNEST GALLO CLINIC AND RESEARCH CENTER,8380728;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1906896;
SCRIPPS RESEARCH INSTITUTE,1879432;
UNIVERSITY OF LOUISVILLE,6870954;
ROCKEFELLER UNIVERSITY,1859093;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,7757331;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1867191;
UNIVERSITY OF PENNSYLVANIA,1883848;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1886636;
PACIFIC INSTITUTE FOR RES AND EVALUATION,3131136;
UNIVERSITY OF WISCONSIN MADISON,1873957;
UNIVERSITY OF COLORADO DENVER,1878129;
UNIVERSITY OF TEXAS AUSTIN,1947928;
DARTMOUTH COLLEGE,6205929;
RAND CORPORATION,1907033;
RAND CORPORATION,1907033;
HARVARD UNIVERSITY (MEDICAL SCHOOL),1861057;
VIRGINIA COMMONWEALTH UNIVERSITY,1889109;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1859540;
UPSTATE MEDICAL UNIVERSITY,1981394;
UNIVERSITY OF TEXAS AUSTIN,1902080;
STOCKHOLM UNIVERSITY,9246633;
THE MIND RESEARCH NETWORK,1857751;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,7354078;
UNIVERSITY OF NORTH CAROLINA CHARLOTTE,1966767;
DUKE UNIVERSITY,1954932;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1878834;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1908269;
UNIVERSITY OF PENNSYLVANIA,7735116;
UNIVERSITY OF MISSOURI-COLUMBIA,1870510;
SOUTHERN CALIFORNIA INST FOR RES/EDUC,2081686;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1859185;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1866527;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1892840;
YALE UNIVERSITY,6098032;
YALE UNIVERSITY,6098032;
VANDERBILT UNIVERSITY,1884337;
UNIVERSITY OF NEW MEXICO,1884357;
COLORADO STATE UNIVERSITY-FORT COLLINS,1889351;
UNIVERSITY OF ARIZONA,1889351;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,7743785;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,7748237;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,1870299;
UNIVERSITY OF NEW MEXICO,1860809;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1867588;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1889097;
UNIVERSITY OF MISSOURI KANSAS CITY,6448349;
MOREHOUSE SCHOOL OF MEDICINE,1859566;
MOREHOUSE SCHOOL OF MEDICINE,1859566;
CENTRE FOR ADDICTION AND MENTAL HEALTH,2101791;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1947986;
LOYOLA UNIVERSITY CHICAGO,8638443;
UNIVERSITY OF MINNESOTA TWIN CITIES,1884345;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1868766;
PACIFIC INSTITUTE FOR RES AND EVALUATION,7029735;
UNIVERSITY OF NEW MEXICO,8325642;
UNIVERSITY OF NEW MEXICO,8325642;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1868940;
UNIVERSITY OF CONCEPCION,1897760;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1886636;
MAYO CLINIC,7835298;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1862457;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1880105;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1895285;
JOHNS HOPKINS UNIVERSITY,2569190;
UNIVERSITY OF TEXAS SW MED CTR/DALLAS,1858757;
UNIVERSITY OF TEXAS SW MED CTR/DALLAS,1858757;
MARQUETTE UNIVERSITY,1932161;
WASHINGTON UNIVERSITY,1864292;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1858178;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,2096772;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1908171;
RAND CORPORATION,1857809;
THOMAS JEFFERSON UNIVERSITY,1899205;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1878984;
UNIVERSITY OF TORONTO,6186038;
"TREATMENT RESEARCH INSTITUTE, INC. (TRI)",1894704;
COLLEGE OF WILLIAM AND MARY,1878705;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1927232;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,6122954;
UNIVERSITY OF WISCONSIN MADISON,2117650;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1902076;
COLORADO STATE UNIVERSITY-FORT COLLINS,1863824;
WEST VIRGINIA UNIVERSITY,1896035;
UNIVERSITY OF KENTUCKY,1896035;
VIRGINIA COMMONWEALTH UNIVERSITY,6772116;
UNIVERSITY OF NEW MEXICO,6194997;
THOMAS JEFFERSON UNIVERSITY,1882366;
THOMAS JEFFERSON UNIVERSITY,1882366;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1869084;
UNIVERSITY OF TEXAS AUSTIN,7976806;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1869084;
GEORGIA STATE UNIVERSITY,8451745;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,6084659;
BROWN UNIVERSITY,6268657;
UNIVERSITY OF TEXAS AUSTIN,7031347;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1878984;
MASSACHUSETTS GENERAL HOSPITAL,8604094;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1878158;
RESEARCH INST NATIONWIDE CHILDREN'S HOSP,1880770;
SCRIPPS RESEARCH INSTITUTE,8032785;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1906001;
LOUISIANA STATE UNIV HSC NEW ORLEANS,1939031;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878182;
DARTMOUTH COLLEGE,1872467;
YALE UNIVERSITY,6879232;
THOMAS JEFFERSON UNIVERSITY,1894713;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,1905601;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,1905601;
UNIVERSITY OF NEW MEXICO,1884357;
YALE UNIVERSITY,1862786;
PACIFIC INSTITUTE FOR RES AND EVALUATION,7952401;
CENTRE FOR ADDICTION AND MENTAL HEALTH,2101791;
"PALO ALTO INSTITUTE FOR RES &EDU, INC.",1891790;
UNIVERSITY OF MIAMI CORAL GABLES,1875773;
RHODE ISLAND HOSPITAL,2043546;
PACIFIC INSTITUTE FOR RES AND EVALUATION,7614933;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1861273;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,2117841;
LOYOLA UNIVERSITY CHICAGO,2117841;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,1881818;
SAN DIEGO STATE UNIVERSITY,1971447;
VANDERBILT UNIVERSITY,1858438;
BROWN UNIVERSITY,1886053;
VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,1902082;
UNIVERSITY OF ILLINOIS AT CHICAGO,6713439;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1883779;
UNIVERSITY OF NORTH DAKOTA,1970862;
FLORIDA INTERNATIONAL UNIVERSITY,1888405;
LOUISIANA STATE UNIV HSC NEW ORLEANS,1939031;
TEMPLE UNIVERSITY,1875735;
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,2481733;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1892320;
"BUTLER HOSPITAL (PROVIDENCE, RI)",8239720;
UNIVERSITY OF SOUTH FLORIDA,2046024;
THE MIND RESEARCH NETWORK,1857751;
THE MIND RESEARCH NETWORK,1857751;
UNIVERSITY OF LOUISVILLE,1902075;
JOHNS HOPKINS UNIVERSITY,1909835;
UNIVERSITY OF GEORGIA (UGA),1871641;
UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,8398742;
STATE UNIVERSITY NEW YORK BINGHAMTON,1864288;
RESEARCH INST NATIONWIDE CHILDREN'S HOSP,1880770;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,2135458;
YALE UNIVERSITY,8258991;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,6563073;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,6796092;
GEORGE MASON UNIVERSITY,1893499;
BOSTON MEDICAL CENTER,1873784;
BROWN UNIVERSITY,8239760;
UNIVERSITY OF SOUTH FLORIDA,1899207;
UNIVERSITY OF WASHINGTON,6761388;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1959041;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1870297;
UNIVERSITY OF WASHINGTON,2201160;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,2451251;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878181;
LOYOLA UNIVERSITY CHICAGO,6270556;
UNIVERSITY OF ROCHESTER,1902065;
UPSTATE MEDICAL UNIVERSITY,1961089;
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,1877526;
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,8484310;
BUFFALO STATE COLLEGE,1891781;
UNIVERSITY OF KENTUCKY,2092801;
UNIVERSITY OF COLORADO DENVER,8257783;
UNIVERSITY OF ROCHESTER,8345225;
HARVARD UNIVERSITY (MEDICAL SCHOOL),2677952;
UNIVERSITY OF PENNSYLVANIA,1974739;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1877432;
THOMAS JEFFERSON UNIVERSITY,1882366;
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,1891458;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1878860;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,8394661;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,6435874;
"NEW ENGLAND RESEARCH INSTITUTES, INC.",1860124;
BRANDEIS UNIVERSITY,1860124;
UNIVERSITY OF MINNESOTA TWIN CITIES,1960157;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,6408073;
UNIVERSITY OF WASHINGTON,1954930;
UNIVERSITY OF WASHINGTON,1954930;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,8255473;
"NEUROBEHAVIORAL RESEARCH, INC.",7356212;
"BUTLER HOSPITAL (PROVIDENCE, RI)",1908003;
UNIVERSITY OF TENNESSEE KNOXVILLE,1908003;
BRIGHAM AND WOMEN'S HOSPITAL,7130475;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1864303;
WAYNE STATE UNIVERSITY,1881820;
UNIVERSITY OF MISSOURI-COLUMBIA,1894664;
EMORY UNIVERSITY,7050973;
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,2431976;
UNIVERSITY OF TEXAS SW MED CTR/DALLAS,1862801;
"PALO ALTO INSTITUTE FOR RES &EDU, INC.",2086534;
UNIVERSITY OF MISSOURI-COLUMBIA,1954910;
WEILL MEDICAL COLLEGE OF CORNELL UNIV,1876811;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1876811;
CASE WESTERN RESERVE UNIVERSITY,1868227;
CLEVELAND CLINIC LERNER COL/MED-CWRU,1866065;
CLEVELAND CLINIC LERNER COL/MED-CWRU,1866065;
"PALO ALTO INSTITUTE FOR RES &EDU, INC.",1861279;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1874171;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1943018;
UNIVERSITY OF FLORIDA,6204217;
THOMAS JEFFERSON UNIVERSITY,1966437;
UNIVERSITY OF PENNSYLVANIA,1883848;
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,2443102;
NORTH CAROLINA STATE UNIVERSITY RALEIGH,1887694;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,6795675;
RAND CORPORATION,2084738;
RAND CORPORATION,2084738;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1858189;
SCRIPPS RESEARCH INSTITUTE,7936406;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878179;
YALE UNIVERSITY,1862786;
UNIVERSITY OF NEW MEXICO,1860809;
PENNSYLVANIA STATE UNIV HERSHEY MED CTR,1859696;
YALE UNIVERSITY,1869388;
MASSACHUSETTS GENERAL HOSPITAL,6798688;
UNIVERSITY OF CALIFORNIA SAN DIEGO,6798688;
UNIVERSITY OF ILLINOIS AT CHICAGO,1859350;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1867588;
PUBLIC HEALTH INSTITUTE,1884327;
UNIVERSITY OF COLORADO AT BOULDER,1866059;
CHILDREN'S HOSP PITTSBURGH/UPMC HLTH SYS,7969922;
LOUISIANA STATE UNIV HSC NEW ORLEANS,7969922;
UNIVERSITY OF ILLINOIS AT CHICAGO,1970784;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1867353;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,6197562;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1871221;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,7835840;
WAYNE STATE UNIVERSITY,1976848;
UTAH STATE UNIVERSITY,3143567;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1869387;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,6565447;
SCRIPPS RESEARCH INSTITUTE,1881640;
WASHINGTON UNIVERSITY,1867290;
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,3122266;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1864303;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1896533;
YALE UNIVERSITY,1878935;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1908269;
VIRGINIA COMMONWEALTH UNIVERSITY,2048157;
BROWN UNIVERSITY,6382896;
VIRGINIA COMMONWEALTH UNIVERSITY,8640722;
PURDUE UNIVERSITY WEST LAFAYETTE,1866482;
ERNEST GALLO CLINIC AND RESEARCH CENTER,6807030;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1867890;
GEORGE MASON UNIVERSITY,6947908;
STATE UNIVERSITY NEW YORK BINGHAMTON,1864287;
JOHNS HOPKINS UNIVERSITY,1872991;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,1960412;
"NEUROBEHAVIORAL RESEARCH, INC.",7356212;
UNIVERSITY OF KENTUCKY,1869834;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,1886135;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1972766;
BROWN UNIVERSITY,1954721;
BROWN UNIVERSITY,1954721;
OREGON HEALTH AND SCIENCE UNIVERSITY,7984971;
SCRIPPS RESEARCH INSTITUTE,8032785;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,2184010;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1858937;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1858937;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,8818470;
UNIVERSITY OF PENNSYLVANIA,1881639;
YALE UNIVERSITY,1869388 (contact);8668795;
UNIVERSITY OF WASHINGTON,7923113;
SEATTLE INST FOR BIOMEDICAL/CLINICAL RES,8635210;
UNIVERSITY OF WASHINGTON,8187934;
UNIVERSITY OF WISCONSIN MADISON,1864813;
