NORTHWESTERN UNIVERSITY,1862703;
EAST CAROLINA UNIVERSITY,1884351;
HACKENSACK UNIVERSITY MEDICAL CENTER,1879454;
BROWN UNIVERSITY,1901811;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1878173;
THOMAS JEFFERSON UNIVERSITY,1889108;
UNIVERSITY OF MISSOURI-COLUMBIA,6614112;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1862457;
LA BIOMED RES INST/ HARBOR UCLA MED CTR,1879915;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1864297;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,1858808;
GEORGE WASHINGTON UNIVERSITY,1860336;
GEORGE WASHINGTON UNIVERSITY,1860336;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1879601;
"RHODE ISLAND HOSPITAL (PROVIDENCE, RI)",1864295;
NORTHWESTERN UNIVERSITY,2432906;
PUBLIC HEALTH INSTITUTE,1894375;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
ARKANSAS CHILDREN'S HOSPITAL RES INST,6382837;
SUNY DOWNSTATE MEDICAL CENTER,1873977;
THOMAS JEFFERSON UNIVERSITY,1899205;
THOMAS JEFFERSON UNIVERSITY,1899205;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1861273;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1899204;
BAYLOR COLLEGE OF MEDICINE,1875078;
BAYLOR COLLEGE OF MEDICINE,1875078;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1889105;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1899214;
VANDERBILT UNIVERSITY,1911374;
LA JOLLA INST FOR MOLECULAR MEDICINE,1876789;
JOHNS HOPKINS UNIVERSITY,1884341;
WASHINGTON UNIVERSITY,1864292;
UNIVERSITY OF MARYLAND BALTIMORE,1899332;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1874177;
UNIVERSITY OF TEXAS AUSTIN,1868223;
YESHIVA UNIVERSITY,1878983;
T.R.U.E. RESEARCH FOUNDATION,1878983;
UNIVERSITY OF NORTH FLORIDA,1889103;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1879606;
UNIVERSITY OF COLORADO DENVER,1866554;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1895150;
UNIVERSITY OF MINNESOTA TWIN CITIES,1865147;
YALE UNIVERSITY,1860625;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1943018;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,6374207;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1860083;
LOUISIANA STATE UNIV HSC SHREVEPORT,1871437;
MONELL CHEMICAL SENSES CENTER,1862456;
WAYNE STATE UNIVERSITY,1976848;
WAYNE STATE UNIVERSITY,1976848;
UNIVERSITY OF PENNSYLVANIA,1869394;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1869389;
UNIVERSITY OF IOWA,1970798;
UNIVERSITY OF COLORADO DENVER,1878129;
BURNHAM INSTITUTE FOR MEDICAL RESEARCH,1862455;
"INTEGRATED RESEARCH SERVICES, INC.",1878161;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1877432;
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,1884346;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1859184;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1859184;
LOUISIANA STATE UNIV HSC SHREVEPORT,1881303;
BROWN UNIVERSITY,1901811;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1869397;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1896533;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1899200;
JOHNS HOPKINS UNIVERSITY,1970408;
THOMAS JEFFERSON UNIVERSITY,1858031;
ERNEST GALLO CLINIC AND RESEARCH CENTER,1867588;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1867588;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1884344;
VIRGINIA COMMONWEALTH UNIVERSITY,1884344;
UNIVERSITY OF ILLINOIS AT CHICAGO,1894370;
UNIVERSITY OF ILLINOIS AT CHICAGO,1970784;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1895150;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,6782233;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1896533;
UNIVERSITY OF WISCONSIN MADISON,1884343;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1860814;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1884342;
JOHNS HOPKINS UNIVERSITY,1868904;
JOHNS HOPKINS UNIVERSITY,1884341;
SCRIPPS RESEARCH INSTITUTE,1864308;
UNIVERSITY OF SOUTHERN CALIFORNIA,1864612;
KENT STATE UNIVERSITY AT KENT,1947890;
FLORIDA INTERNATIONAL UNIVERSITY,1864286;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1878158;
"CHESTNUT HEALTH SYSTEMS, INC.",1970747;
COLORADO STATE UNIVERSITY-FORT COLLINS,1884340;
LOUISIANA STATE UNIV HSC NEW ORLEANS,7969922;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1870290;
SAN DIEGO STATE UNIVERSITY,1878177;
SAN DIEGO STATE UNIVERSITY,1878177;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1884338;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1970740;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1899196;
UNIVERSITY OF LOUISVILLE,1902075;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1859997;
SCRIPPS RESEARCH INSTITUTE,1862383;
SCRIPPS RESEARCH INSTITUTE,1862383;
"MC LEAN HOSPITAL (BELMONT, MA)",1858755;
YESHIVA UNIVERSITY,1878983;
T.R.U.E. RESEARCH FOUNDATION,1878983;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1894718;
UNIVERSITY OF WASHINGTON,1861277;
THOMAS JEFFERSON UNIVERSITY,1862614;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1884336;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1884335;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889092;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889091;
STANFORD UNIVERSITY,1899194;
UNIVERSITY OF KENTUCKY,1963601;
NORTHERN CALIFORNIA INSTITUTE RES &EDUC,1884334;
OREGON HEALTH AND SCIENCE UNIVERSITY,1895149;
SAN DIEGO STATE UNIVERSITY,1970723;
KAISER FOUNDATION RESEARCH INSTITUTE,1879201;
WAYNE STATE UNIVERSITY,1883838;
WAYNE STATE UNIVERSITY,1883838;
WAYNE STATE UNIVERSITY,1883838;
UNIVERSITY OF ILLINOIS AT CHICAGO,1878862;
UNIVERSITY OF ILLINOIS AT CHICAGO,1878862;
THOMAS JEFFERSON UNIVERSITY,1858031;
NORTHWESTERN UNIVERSITY,1948701;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,6691061;
DUKE UNIVERSITY,1864277;
NATHAN S. KLINE INSTITUTE FOR PSYCH RES,1879076;
OREGON HEALTH AND SCIENCE UNIVERSITY,7981262;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,8231379;
UNIVERSITY OF WISCONSIN MADISON,1889087;
WASHINGTON UNIVERSITY,1865551;
ROSALIND FRANKLIN UNIV OF MEDICINE &SCI,7356324;
OREGON HEALTH AND SCIENCE UNIVERSITY,1925426;
UNIVERSITY OF MINNESOTA TWIN CITIES,1861275;
SAINT LOUIS UNIVERSITY,1880811;
STANFORD UNIVERSITY,1878132;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1859715;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1870492;
HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),1880919;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878138;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1881061;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1895216;
LOUISIANA STATE UNIV HSC NEW ORLEANS,1895220;
VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,1889116;
UNIVERSITY OF MINNESOTA TWIN CITIES,1885017;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
UNIVERSITY OF COLORADO AT BOULDER,1891038;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,7718089;
PENNSYLVANIA STATE UNIV HERSHEY MED CTR,1864275;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1897120;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1971507;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1862457;
"NEUROBEHAVIORAL RESEARCH, INC.",7356212;
BROWN UNIVERSITY,1885256;
YALE UNIVERSITY,1859182;
UNIVERSITY OF NEW MEXICO,7755263;
UNIVERSITY OF NEW MEXICO,1959304;
WAYNE STATE UNIVERSITY,1881820;
SOCIAL SECTORS DEVELOP STRATEGIES,1864874;
VIRGINIA COMMONWEALTH UNIVERSITY,1858492;
ALBANY MEDICAL COLLEGE,1858806;
UNIVERSITY OF ALASKA FAIRBANKS,1971529;
UNIVERSITY OF ALASKA FAIRBANKS,1971529;
UNIVERSITY OF ALASKA FAIRBANKS,1971529;
UNIVERSITY OF COLORADO DENVER,1878169;
UNIVERSITY OF COLORADO DENVER,1864310;
UNIVERSITY OF COLORADO DENVER,1970851;
CENTRE FOR ADDICTION AND MENTAL HEALTH,8380866;
OREGON RESEARCH INSTITUTE,1889180;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,7748237;
UNIVERSITY OF TEXAS AUSTIN,1860811;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1889961;
BOSTON UNIVERSITY,1864873;
BROOKLYN COLLEGE,1861696;
UNIVERSITY OF CONNECTICUT STORRS,1878861;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1870290;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,1861056;
UNIVERSITY OF TEXAS SW MED CTR/DALLAS,1886134;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1885432;
UNIVERSITY OF WESTERN ONTARIO,2084815;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1891789;
UNIVERSITY OF NEW MEXICO,1860809;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1882022;
CASE WESTERN RESERVE UNIVERSITY,2086075;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1858178;
SAN DIEGO STATE UNIVERSITY,1867352;
"MC LEAN HOSPITAL (BELMONT, MA)",1863829;
SOUTHERN ILLINOIS UNIVERSITY SCH OF MED,1868508;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1886636;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1858503;
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH,1970836;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878984;
JOHNS HOPKINS UNIVERSITY,1879897;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1885433;
EMORY UNIVERSITY,8485499;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1869174;
"PALO ALTO INSTITUTE FOR RES &EDU, INC.",1861279;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1865568;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1882364;
UNIVERSITY OF NEW MEXICO,8325642;
UNIVERSITY OF NEW MEXICO,8325642;
UNIVERSITY OF KENTUCKY,7876958;
BOSTON UNIVERSITY MEDICAL CAMPUS,1881301;
INDIANA UNIVERSITY BLOOMINGTON,1861491;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,2096772;
OHIO STATE UNIVERSITY,1874173;
KAISER FOUNDATION RESEARCH INSTITUTE,1874169;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1878158;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1873970;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1873969;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1875504;
FLORIDA INTERNATIONAL UNIVERSITY,1875504;
LOUISIANA STATE UNIV HSC NEW ORLEANS,1873966;
EMORY UNIVERSITY,1859566;
BOSTON MEDICAL CENTER,1873784;
VIRGINIA COMMONWEALTH UNIVERSITY,6382137;
HUNTER COLLEGE,2097088;
PUBLIC HEALTH INSTITUTE,2100213;
SAINT LOUIS UNIVERSITY,1869202;
SAINT LOUIS UNIVERSITY,1869202;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1869084;
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,1869083;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1868766;
UNIVERSITY OF TEXAS AUSTIN,1868765;
CASE WESTERN RESERVE UNIVERSITY,1868227;
NATIONAL BUREAU OF ECONOMIC RESEARCH,1867590;
UNIVERSITY OF TEXAS AUSTIN,1902080;
UNIVERSITY OF COLORADO DENVER,1867589;
JOHNS HOPKINS UNIVERSITY,1867411;
JOHNS HOPKINS UNIVERSITY,6084861;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1870298;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1870298;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1870298;
CASE WESTERN RESERVE UNIVERSITY,1866065;
IDAHO STATE UNIVERSITY,1866064;
UNIVERSITY OF COLORADO DENVER,1865415;
UNIVERSITY OF MINNESOTA TWIN CITIES,1865147;
"MAYO CLINIC COLL OF MEDICINE, ROCHESTER",6475572;
HARVARD UNIVERSITY (MEDICAL SCHOOL),1865954;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1874175;
COLUMBIA UNIV NEW YORK MORNINGSIDE,1861913;
UNIVERSITY OF SOUTH FLORIDA,1899207;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1902076;
UNIVERSITY OF COLORADO DENVER,2188878;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1899202;
UNIVERSITY OF COLORADO AT BOULDER,1960635;
TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,1884598;
UNIVERSITY OF VERMONT &ST AGRIC COLLEGE,1897262;
STATE UNIVERSITY NEW YORK BINGHAMTON,1864288;
UNIVERSITY OF MISSOURI-COLUMBIA,1894664;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1905917;
SCIENTIFIC ANALYSIS CORPORATION,1884331;
SCIENTIFIC ANALYSIS CORPORATION,1884331;
CASE WESTERN RESERVE UNIVERSITY,1866065;
CORNELL UNIVERSITY ITHACA,1891787;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1899198;
UNIVERSITY OF COLORADO AT BOULDER,1866059;
UNIVERSITY OF CALIFORNIA RIVERSIDE,1947922;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,1886135;
CENTRE FOR ADDICTION AND MENTAL HEALTH,1971481;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1895357;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878181;
WAYNE STATE UNIVERSITY,1920986;
YALE UNIVERSITY,1869388;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1947986;
LOYOLA UNIVERSITY CHICAGO,1862316;
LOYOLA UNIVERSITY CHICAGO,1862316;
GEORGETOWN UNIVERSITY,1882159;
YALE UNIVERSITY,1896292;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1889097;
WAYNE STATE UNIVERSITY,1896792;
JOHNS HOPKINS UNIVERSITY,1868904;
UNIVERSITY OF RHODE ISLAND,8159195;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,2280670;
LA BIOMED RES INST/ HARBOR UCLA MED CTR,1866780;
BOSTON UNIVERSITY MEDICAL CAMPUS,2448352;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1884325;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1872695;
WASHINGTON UNIVERSITY,1871253;
NATIONAL DEVELOPMENT &RES INSTITUTES,2467468;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1862381;
RAND CORPORATION,1890758;
UNIVERSITY OF SOUTHERN CALIFORNIA,7085076;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1892840;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1892840;
"MEDSTAT GROUP, INC.",1910784;
STATE UNIVERSITY NEW YORK BINGHAMTON,1864287;
UNIVERSITY OF FLORIDA,1871074;
UNIVERSITY OF MISSOURI KANSAS CITY,1884358;
JOHNS HOPKINS UNIVERSITY,1898816;
BROWN UNIVERSITY,1869392;
BROWN UNIVERSITY,2152672;
DUKE UNIVERSITY,1878097;
FLORIDA STATE UNIVERSITY,1976904;
CHILDREN'S HOSPITAL BOSTON,1880439;
UNIVERSITY OF WASHINGTON,1908371;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1865417;
UNIVERSITY OF NEW MEXICO,2097447;
MORTON CENTER,6382863;
MORTON CENTER,6382863;
FLORIDA INTERNATIONAL UNIVERSITY,1864286;
UNIVERSITY OF NEW MEXICO,1860812;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,1859499;
NEW YORK UNIVERSITY,1947993;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1888764;
EMORY UNIVERSITY,1878282;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,1877452;
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1871726;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1868168;
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1862210;
DE PAUL UNIVERSITY,7356362;
UNIVERSITY OF WASHINGTON,1884354;
ARKANSAS CHILDREN'S HOSPITAL RES INST,1942674;
THOMAS JEFFERSON UNIVERSITY,3063168;
WASHINGTON UNIVERSITY,1937768;
UNIVERSITY OF COLORADO AT BOULDER,1857751;
UNIVERSITY OF ILLINOIS AT CHICAGO,2207424;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1902086;
UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS,1872722;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1891513;
STATE UNIVERSITY OF NEW YORK AT ALBANY,1878160;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1865577;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1865577;
UNIVERSITY OF WISCONSIN MADISON,1884343;
SCRIPPS RESEARCH INSTITUTE,1879432;
UNIVERSITY OF PENNSYLVANIA,1894378;
UNIVERSITY OF COLORADO AT BOULDER,7103549;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,1864458;
YALE UNIVERSITY,1859182;
UNIVERSITY OF KENTUCKY,1861697;
BROWN UNIVERSITY,7981378;
UNIVERSITY OF NEW MEXICO,1882363;
UNIVERSITY OF WASHINGTON,1864304;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1879816;
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,1867350;
UNIVERSITY OF RHODE ISLAND,8159195;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1878182;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1879606;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1867026;
SRI INTERNATIONAL,1873782;
JOHNS HOPKINS UNIVERSITY,1984629;
OHIO STATE UNIVERSITY,1904088;
UNIVERSITY OF NEW MEXICO,1909888;
UNIVERSITY OF WASHINGTON,8237583;
UNIVERSITY OF WASHINGTON,8237583;
UNIVERSITY OF TEXAS AUSTIN,1878171;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1867353;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1867353;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1867353;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1878179;
YALE UNIVERSITY,6098032;
UNIVERSITY OF PENNSYLVANIA,1862777;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,1959014;
UNIVERSITY OF ARIZONA,1879768;
BAYLOR UNIVERSITY,1868110;
OREGON HEALTH AND SCIENCE UNIVERSITY,7984971;
PACIFIC INSTITUTE FOR RES AND EVALUATION,2094338;
SAN DIEGO STATE UNIVERSITY,2094338;
SAN DIEGO STATE UNIVERSITY,1886421;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,1868402;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,7898217;
RAND CORPORATION,1868226;
COLLEGE OF WILLIAM AND MARY,1878705;
"EDUCATION DEVELOPMENT CENTER, INC.",6131402;
"EDUCATION DEVELOPMENT CENTER, INC.",6131402;
DUKE UNIVERSITY,1954932;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1869846;
UNIVERSITY OF CALIFORNIA LOS ANGELES,6131416;
UNIVERSITY OF CALIFORNIA LOS ANGELES,6131416;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1896647;
KAISER FOUNDATION RESEARCH INSTITUTE,1874168;
KAISER FOUNDATION RESEARCH INSTITUTE,1874168;
CORNELL UNIVERSITY ITHACA,1872483;
UNIVERSITY OF NEW MEXICO,1947974;
OREGON RESEARCH INSTITUTE,1878161;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1893474;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1962524;
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,1962524;
SYRACUSE UNIVERSITY,1967448;
UNIVERSITY OF WISCONSIN MADISON,1873957;
BOISE STATE UNIVERSITY,1881818;
"WESTAT, INC.",1954756;
"WESTAT, INC.",1954756;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1874175;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1874175;
UNIVERSITY OF WASHINGTON,1899193;
BRIGHAM AND WOMEN'S HOSPITAL,1878982;
HOWARD UNIVERSITY,2108157;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1889091;
WASHINGTON UNIVERSITY,1881691;
SUNY DOWNSTATE MEDICAL CENTER,1878168;
BUFFALO STATE COLLEGE,1891781;
LOYOLA UNIVERSITY CHICAGO,2451167;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,6905710;
SAN DIEGO STATE UNIVERSITY,1970723;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1901821;
UNIVERSITY OF KENTUCKY,1970787;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1869398;
UNIVERSITY OF ROCHESTER,1870122;
BOSTON MEDICAL CENTER,6182791;
VIRGINIA COMMONWEALTH UNIVERSITY,9613220;
WASHINGTON UNIVERSITY,1864284;
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,1861273;
TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,1894367;
UNIVERSITY OF COLORADO DENVER,1864310;
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,1859185;
UNIVERSITY OF IOWA,1884328;
UNIVERSITY OF SOUTHERN CALIFORNIA,1895258;
THOMAS JEFFERSON UNIVERSITY,1858031;
UNIVERSITY OF NEW MEXICO,1884357;
COLORADO STATE UNIVERSITY-FORT COLLINS,1889351;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1954743;
"WESTAT, INC.",2078018;
UNIVERSITY OF OREGON,1870683;
UNIVERSITY OF ALBERTA,6163208;
MONELL CHEMICAL SENSES CENTER,1858728;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1930341;
STANFORD UNIVERSITY,1891790;
"MC LEAN HOSPITAL (BELMONT, MA)",7834367;
"MC LEAN HOSPITAL (BELMONT, MA)",7834367;
UNIVERSITY OF ILLINOIS AT CHICAGO,2485025;
UNIVERSITY OF KENTUCKY,7875146;
SAINT LOUIS UNIVERSITY,1893301;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,6374207;
NEW YORK STATE PSYCHIATRIC INSTITUTE,1901199;
UNIVERSITY OF GEORGIA (UGA),1866629;
RESEARCH TRIANGLE INSTITUTE,1961569;
THOMAS JEFFERSON UNIVERSITY,1858031;
BEHAVIORAL HEALTH RESEARCH CTR-SOUTHWEST,1859540;
VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,1883785;
SALK INSTITUTE FOR BIOLOGICAL STUDIES,1889106;
PENNSYLVANIA STATE UNIV HERSHEY MED CTR,7814885;
RESEARCH INST NATIONWIDE CHILDREN'S HOSP,1880770;
ARKANSAS CHILDREN'S HOSPITAL RES INST,1861876;
PACIFIC INSTITUTE FOR RES AND EVALUATION,1874175;
UNIVERSITY OF WISCONSIN MADISON,9244095;
HISPANIC HEALTH COUNCIL,6413404;
JOHNS HOPKINS UNIVERSITY,1862787;
UNIVERSITY OF PENNSYLVANIA,1936350;
UNIVERSITY OF KENTUCKY,2096899;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1906522;
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,1879160;
TULANE UNIVERSITY OF LOUISIANA,2274845;
MOUNT SINAI SCHOOL OF MEDICINE OF NYU,1878147;
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1877097;
PRINCETON UNIVERSITY,1877430;
UNIVERSITY OF HONG KONG,1970790;
UNIVERSITY OF KENTUCKY,6368360;
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,1983826;
